Code,Class,Category,Rate,Unit,Assessed,Rate impost,Code of zone,Name of zone,Comments,-99
1810,"Chemical Sellers Category  ""A"" -","Chemical Sellers Category  ""A"" -",20,Per Annum,,,,,,-99
1820,"Chemical Sellers Category  ""B"" -","Chemical Sellers Category  ""B"" -",17,Per Annum,,,,,,-99
1830,"Chemical Sellers Category  ""C"" -","Chemical Sellers Category  ""C"" -",10,Per Annum,,,,,,-99
1910,"Concrete Products Category ""A"" (eg.  )","Concrete Products Category ""A"" (eg.  )",375,Per Annum,,,,,,-99
1920,"Concrete Products Category  ""B""","Concrete Products Category  ""B""",180,Per Annum,,,,,,-99
1930,"Category  ""C"" Terrazo Chippings Dealer","Category  ""C"" Terrazo Chippings Dealer",20,Per Annum,,,,,,-99
2010,"Car Washing Bay Category  ""A"" - (With 3 or more Ramps)","Car Washing Bay Category  ""A"" - (With 3 or more Ramps)",35,Per Annum,,,,,,-99
2020,"Car Washing Bay Category  ""B"" - (With less than 3 Ramps)","Car Washing Bay Category  ""B"" - (With less than 3 Ramps)",25,Per Annum,,,,,,-99
2030,"Car Washing Bay Category  ""C"" - Manual Washing","Car Washing Bay Category  ""C"" - Manual Washing",20,Per Annum,,,,,,-99
2110,Chop Bars/Eating Houses,Chop Bars/Eating Houses,40,Per Annum,,,,,,-99
2120,"Chop Bars/Eating Houses Category  ""A"" - (eg. Nyame Na Ose)","Chop Bars/Eating Houses Category  ""A"" - (eg. Nyame Na Ose)",40,Per Annum,,,,,,-99
2130,"Chop Bars/Eating Houses Category  ""B"" -","Chop Bars/Eating Houses Category  ""B"" -",35,Per Annum,,,,,,-99
2140,"Chop Bars/Eating Houses Category  ""C"" -","Chop Bars/Eating Houses Category  ""C"" -",25,Per Annum,,,,,,-99
2150,"Chop Bars/Eating Houses Category  ""D"" - (Wayside)","Chop Bars/Eating Houses Category  ""D"" - (Wayside)",20,Per Annum,,,,,,-99
2210,"Contractors Category ""A"" -International (e.g.","Contractors Category ""A"" -International (e.g.",1500,Per Annum,,,,,,-99
2220,"Contractors Category ""B"" - A1 B1 C1- A2 B2 C2","Contractors Category ""B"" - A1 B1 C1- A2 B2 C2",875,Per Annum,,,,,,-99
2230,"Contractors Category ""C"" - A3 B3 C3 - A4 B4 C4","Contractors Category ""C"" - A3 B3 C3 - A4 B4 C4",625,Per Annum,,,,,,-99
2240,"Contractors Category ""D"" - D1 K1 E1","Contractors Category ""D"" - D1 K1 E1",375,Per Annum,,,,,,-99
2250,"Contractors Category ""E"" - D2 K2 E2","Contractors Category ""E"" - D2 K2 E2",250,Per Annum,,,,,,-99
2260,"Contractors Category ""F"" - D3 K3 E3","Contractors Category ""F"" - D3 K3 E3",180,Per Annum,,,,,,-99
2270,"Contractors Category ""G"" -D4 K4 E4/ Suppliers","Contractors Category ""G"" -D4 K4 E4/ Suppliers",150,Per Annum,,,,,,-99
2310,"CORN MILLS Category ""A""","CORN MILLS Category ""A""",30,Per Annum,,,,,,-99
2320,"Category.""B""  (ABOVE 3 CORN MILLS)","Category.""B""  (ABOVE 3 CORN MILLS)",25,Per Annum,,,,,,-99
2330,"Category.""C"" (2 - 3 Crusher CORN MILLS)","Category.""C"" (2 - 3 Crusher CORN MILLS)",20,Per Annum,,,,,,-99
2340,"Category.""D"" (1 Crusher CORN MILL)","Category.""D"" (1 Crusher CORN MILL)",15,Per Annum,,,,,,-99
2410,"Food Crop Millers  Category ""A"" - Flour Kneading","Food Crop Millers  Category ""A"" - Flour Kneading",20,Per Annum,,,,,,-99
2420,"Food Crop Millers  Category ""B"" -  Above 2 machines","Food Crop Millers  Category ""B"" -  Above 2 machines",15,Per Annum,,,,,,-99
2430,"Food Crop Millers Category ""C"" -  Two and below","Food Crop Millers Category ""C"" -  Two and below",12,Per Annum,,,,,,-99
2440,"Food Crop Millers Category ""D"" - Vegetable Mill","Food Crop Millers Category ""D"" - Vegetable Mill",10,Per Annum,,,,,,-99
2510,"Category  ""A"" -  Comm. Sec. Service & Internet","Category  ""A"" -  Comm. Sec. Service & Internet",40,Per Annum,,,,,,-99
2520,"Category  ""B"" - Photocopy Comm. & Sec. Service","Category  ""B"" - Photocopy Comm. & Sec. Service",20,Per Annum,,,,,,-99
2530,"Category  ""C"". Comm. Service alone (including Space - to -Space)","Category  ""C"". Comm. Service alone (including Space - to -Space)",12,Per Annum,,,,,,-99
2540,"Category  ""D"". Photocopy Service alone","Category  ""D"". Photocopy Service alone",10,Per Annum,,,,,,-99
2610,"Computer Schools Category   ""A""","Computer Schools Category   ""A""",50,Per Annum,,,,,,-99
2620,"Computer Schools Category   ""B""","Computer Schools Category   ""B""",25,Per Annum,,,,,,-99
2710,"Category  ""A"" -  Computer/Accessories Sale","Category  ""A"" -  Computer/Accessories Sale",25,Per Annum,,,,,,-99
2720,"Category "" B"" - Computer Repairs","Category "" B"" - Computer Repairs",15,Per Annum,,,,,,-99
2810,"Childrens Ware Stores Category   ""A"" - (Eg. Children's World)","Childrens Ware Stores Category   ""A"" - (Eg. Children's World)",20,Per Annum,,,,,,-99
2820,"Childrens Ware Stores Category   ""B""","Childrens Ware Stores Category   ""B""",12,Per Annum,,,,,,-99
2910,"Cosmetics/Hair Products Category   ""A""","Cosmetics/Hair Products Category   ""A""",20,Per Annum,,,,,,-99
2920,"Cosmetics/Hair Products Category   ""B"" - Table Top","Cosmetics/Hair Products Category   ""B"" - Table Top",15,Per Annum,,,,,,-99
3010,"Drinkables Distributors: Category   ""A"" - (E.g. Asefua)","Drinkables Distributors: Category   ""A"" - (E.g. Asefua)",50,Per Annum,,,,,,-99
3020,"Drinkables Distributors: Category   ""B"" - Soft Drinks only","Drinkables Distributors: Category   ""B"" - Soft Drinks only",35,Per Annum,,,,,,-99
3030,"Drinkables Distributors: Category   ""C"" - Akpeteshie","Drinkables Distributors: Category   ""C"" - Akpeteshie",30,Per Annum,,,,,,-99
3040,"Drinkables Distributors:  Category ""D"" - (Assorted)","Drinkables Distributors:  Category ""D"" - (Assorted)",15,Per Annum,,,,,,-99
3110,"Catetory ""A"" - Big Time Drinking spot","Catetory ""A"" - Big Time Drinking spot",70,Per Annum,,,,,,-99
3120,"Category ""B"" - Multi Assorted","Category ""B"" - Multi Assorted",50,Per Annum,,,,,,-99
3130,"Category ""C"" - Multi Assorted/Akpetesie Bar","Category ""C"" - Multi Assorted/Akpetesie Bar",40,Per Annum,,,,,,-99
3140,"Category ""D"" - Akpetesie only","Category ""D"" - Akpetesie only",30,Per Annum,,,,,,-99
3150,"Drinking Bars Category ""E"" -","Drinking Bars Category ""E"" -",20,Per Annum,,,,,,-99
3160,"Drinking Bars Category ""F"" -","Drinking Bars Category ""F"" -",15,Per Annum,,,,,,-99
3210,"Departmental Stores/Supermarket Category ""A""","Departmental Stores/Supermarket Category ""A""",150,Per Annum,,,,,,-99
3220,"Departmental Stores/Supermarket Category ""B""","Departmental Stores/Supermarket Category ""B""",100,Per Annum,,,,,,-99
3230,"Departmental Stores/Supermarket Category ""C""","Departmental Stores/Supermarket Category ""C""",60,Per Annum,,,,,,-99
3240,"Departmental Stores/Supermarket Category ""D""","Departmental Stores/Supermarket Category ""D""",40,Per Annum,,,,,,-99
3310,"Category ""A""  Billing and Collection","Category ""A""  Billing and Collection",150,Per Annum,,,,,,-99
3320,"Category ""B""  Debt Collection only","Category ""B""  Debt Collection only",80,Per Annum,,,,,,-99
3410,"Category ""A"" -Video/TV Games","Category ""A"" -Video/TV Games",100,Per Annum,,,,,,-99
3420,"Category ""B"" -Cinema House/Video House","Category ""B"" -Cinema House/Video House",40,Per Annum,,,,,,-99
3430,"Category ""C"" - Live Bands/Nite Clubs","Category ""C"" - Live Bands/Nite Clubs",30,Per Annum,,,,,,-99
3440,"Category ""D"" - Spinning/Musical Groups","Category ""D"" - Spinning/Musical Groups",30,Per Annum,,,,,,-99
3450,"Category ""E"" - Video/VCD/DVD Rentals/Libraries","Category ""E"" - Video/VCD/DVD Rentals/Libraries",15,Per Annum,,,,,,-99
3510,"Electrical Shops (General) Category ""A""","Electrical Shops (General) Category ""A""",35,Per Annum,,,,,,-99
3520,"Electrical Shops (General) Category ""B""","Electrical Shops (General) Category ""B""",30,Per Annum,,,,,,-99
3530,"Electrical Shops (General) Category ""C"".Wayside","Electrical Shops (General) Category ""C"".Wayside",20,Per Annum,,,,,,-99
3610,"Electric Appliance Category ""A"".","Electric Appliance Category ""A"".",35,Per Annum,,,,,,-99
3620,"Electric Appliance Category ""B""","Electric Appliance Category ""B""",25,Per Annum,,,,,,-99
3630,"Electric Appliance Category ""C""","Electric Appliance Category ""C""",20,Per Annum,,,,,,-99
3710,"Category ""A"" -  Energy and Power producers (eg.TICO  WAPCO)","Category ""A"" -  Energy and Power producers (eg.TICO  WAPCO)",5500,Per Annum,,,,,,-99
3720,"Category ""B"" - Retailers (GENERAL ELECTRICALS)","Category ""B"" - Retailers (GENERAL ELECTRICALS)",5000,Per Annum,,,,,,-99
3810,"Garages Category ""A"".","Garages Category ""A"".",60,Per Annum,,,,,,-99
3820,"Garages Category ""B""","Garages Category ""B""",40,Per Annum,,,,,,-99
3910,"Category ""A"" -Commercial Bank(Bch)/Rural Bank(HQ)","Category ""A"" -Commercial Bank(Bch)/Rural Bank(HQ)",650,Per Annum,,,,,,-99
3920,"Category ""B"" - Rural Bank (Branches/Agency)","Category ""B"" - Rural Bank (Branches/Agency)",400,Per Annum,,,,,,-99
3930,"Category ""C"" - Rural Bank (Mobilisation Centre)","Category ""C"" - Rural Bank (Mobilisation Centre)",150,Per Annum,,,,,,-99
4010,"Category ""A"" - Brokers/Discount House/Micro Finance/Credit Union","Category ""A"" - Brokers/Discount House/Micro Finance/Credit Union",150,Per Annum,,,,,,-99
4020,"Category ""B"" - All Other Insurance Co's.","Category ""B"" - All Other Insurance Co's.",300,Per Annum,,,,,,-99
4030,"Category ""C"" - Contact Office/ Agency - Insurance","Category ""C"" - Contact Office/ Agency - Insurance",80,Per Annum,,,,,,-99
4040,"Category ""D"" -Susu Operators Main Office","Category ""D"" -Susu Operators Main Office",70,Per Annum,,,,,,-99
4050,"Category ""E"" -Susu Operators","Category ""E"" -Susu Operators",15,Per Annum,,,,,,-99
4110,"Garages Category ""A"" - Heavy Duty / 4X4/Pick-up","Garages Category ""A"" - Heavy Duty / 4X4/Pick-up",150,Per Annum,,,,,,-99
4120,"Garages Category ""B"" - Auto Mechanic Workshop","Garages Category ""B"" - Auto Mechanic Workshop",20,Per Annum,,,,,,-99
4210,Garment Producers  -Batik  Tie and Dye,Garment Producers  -Batik  Tie and Dye,20,Per Annum,,,,,,-99
4310,Gift Shops,Gift Shops,15,Per Annum,,,,,,-99
4410,"Hotel  Category ""A"" - (2 Star and above)","Hotel  Category ""A"" - (2 Star and above)",350,Per Annum,,,,,,-99
4420,"Hotel  Category ""B"" (Others)","Hotel  Category ""B"" (Others)",200,Per Annum,,,,,,-99
4510,"Hair Dressing Category  ""A"" -","Hair Dressing Category  ""A"" -",20,Per Annum,,,,,,-99
4520,"Category  ""B"" - (One-man Hair Dressing Shop)","Category  ""B"" - (One-man Hair Dressing Shop)",10,Per Annum,,,,,,-99
4530,"Barbers Category  ""A"" -","Barbers Category  ""A"" -",15,Per Annum,,,,,,-99
4540,"Barbers Category  ""B"" -","Barbers Category  ""B"" -",10,Per Annum,,,,,,-99
4610,"Category  ""A"" - Herbal Clinic","Category  ""A"" - Herbal Clinic",35,Per Annum,,,,,,-99
4620,"Category  ""B"" - Herbal Dealers","Category  ""B"" - Herbal Dealers",25,Per Annum,,,,,,-99
4630,"Category  ""C"" - Herbal Retailers (Pedlers)","Category  ""C"" - Herbal Retailers (Pedlers)",15,Per Annum,,,,,,-99
4710,"Hiring Services: Category  ""A"" - Canopy  Chairs  Cutlery  Matress","Hiring Services: Category  ""A"" - Canopy  Chairs  Cutlery  Matress",25,Per Annum,,,,,,-99
4720,"Hiring Services: Category  ""B"" - Canopy or Chairs or Matress only","Hiring Services: Category  ""B"" - Canopy or Chairs or Matress only",20,Per Annum,,,,,,-99
4810,"Heel Bar/Shoe Clinic: Category ""A"" - Manufacture","Heel Bar/Shoe Clinic: Category ""A"" - Manufacture",15,Per Annum,,,,,,-99
4820,"Heel Bar/Shoe Clinic: Category ""B"" - Shoe Maker","Heel Bar/Shoe Clinic: Category ""B"" - Shoe Maker",10,Per Annum,,,,,,-99
4910,"Ice Cream: Category ""A"" - Distributors","Ice Cream: Category ""A"" - Distributors",30,Per Annum,,,,,,-99
4920,"Ice Cream: Category ""B"" - Retailer","Ice Cream: Category ""B"" - Retailer",0.2,Per Day,,,,,,-99
5010,"Category  ""A"" - Café with above 10 Computers","Category  ""A"" - Café with above 10 Computers",50,Per Annum,,,,,,-99
5020,"Category  ""B"" - Café with below 10 Computers","Category  ""B"" - Café with below 10 Computers",25,Per Annum,,,,,,-99
5110,"Category  ""A"" - Gold Dealers","Category  ""A"" - Gold Dealers",35,Per Annum,,,,,,-99
5120,"Category  ""B"" - Gold Dealers","Category  ""B"" - Gold Dealers",25,Per Annum,,,,,,-99
5210,"Category  ""A"" - Filling Station (eg.Adjei)","Category  ""A"" - Filling Station (eg.Adjei)",200,Per Annum,,,,,,-99
5220,"Category  ""B"" - Filling Station (eg.","Category  ""B"" - Filling Station (eg.",150,Per Annum,,,,,,-99
5230,"Category  ""C"" - Gas Accessories Shop","Category  ""C"" - Gas Accessories Shop",25,Per Annum,,,,,,-99
5310,"Lotto Marketing Agencies/ Retail: Category  ""A"" -","Lotto Marketing Agencies/ Retail: Category  ""A"" -",60,Per Annum,,,,,,-99
5320,"Lotto Marketing Agencies/ Retail: Category  ""B"" - Lotto Sellers","Lotto Marketing Agencies/ Retail: Category  ""B"" - Lotto Sellers",1,Per Week,,,,,,-99
5410,"Machine Shop  (Mechanical): Category ""A"" -","Machine Shop  (Mechanical): Category ""A"" -",40,Per Annum,,,,,,-99
5420,"Machine Shop  (Mechanical): Category ""B"" -","Machine Shop  (Mechanical): Category ""B"" -",20,Per Annum,,,,,,-99
5510,"Mattress Depot: Category ""A"" -","Mattress Depot: Category ""A"" -",25,Per Annum,,,,,,-99
5520,"Mattress Depot: Category ""B"" -","Mattress Depot: Category ""B"" -",20,Per Annum,,,,,,-99
5610,"Metal Fabrication: Category  ""A"" - Metal Moulding (eg.","Metal Fabrication: Category  ""A"" - Metal Moulding (eg.",100,Per Annum,,,,,,-99
5620,"Metal Fabrication: Category  ""B"" - Metal Moulding (Small)","Metal Fabrication: Category  ""B"" - Metal Moulding (Small)",50,Per Annum,,,,,,-99
5710,"Mineral /Sache Water Product: Category  ""A"" -","Mineral /Sache Water Product: Category  ""A"" -",250,Per Annum,,,,,,-99
5720,"Mineral /Sache Water Product: Category  ""B"" -","Mineral /Sache Water Product: Category  ""B"" -",150,Per Annum,,,,,,-99
5730,"Mineral /Sache Water Product: Category  ""C"" -","Mineral /Sache Water Product: Category  ""C"" -",80,Per Annum,,,,,,-99
5740,"Mineral /Sache Water Product: Category ""D"" (Small size and one man business)","Mineral /Sache Water Product: Category ""D"" (Small size and one man business)",35,Per Annum,,,,,,-99
5810,"Category ""A"" - Mobile Phone Shop - Small","Category ""A"" - Mobile Phone Shop - Small",30,Per Annum,,,,,,-99
5820,"Category ""B"" - Mobile Phone Repairs","Category ""B"" - Mobile Phone Repairs",25,Per Annum,,,,,,-99
5830,"Category ""C"" - Mobile Phone Accessories only","Category ""C"" - Mobile Phone Accessories only",15,Per Annum,,,,,,-99
5910,"Medical Laboratory: Category ""A"" -","Medical Laboratory: Category ""A"" -",70,Per Annum,,,,,,-99
5920,"Medical Laboratory: Category ""B"" -","Medical Laboratory: Category ""B"" -",50,Per Annum,,,,,,-99
5930,"Medical Laboratory: Category ""C""","Medical Laboratory: Category ""C""",45,Per Annum,,,,,,-99
6010,"Maternity Home: Category ""A"" -","Maternity Home: Category ""A"" -",40,Per Annum,,,,,,-99
6020,"Maternity Home: Category ""B"" -","Maternity Home: Category ""B"" -",25,Per Annum,,,,,,-99
6110,"Metal Scrap Dealers: Category ""A"" -","Metal Scrap Dealers: Category ""A"" -",60,Per Annum,,,,,,-99
6120,"Metal Scrap Dealers: Category ""B"" -","Metal Scrap Dealers: Category ""B"" -",40,Per Annum,,,,,,-99
6210,Mobile Sales Van,Mobile Sales Van,25,Per Annum,,,,,,-99
6310,Newspaper /Periodicals Vendor,Newspaper /Periodicals Vendor,10,Per Annum,,,,,,-99
6410,"Petroleum Products Retail Outlets(BOP): Category ""A"" Station with Gas station  Supermarket  Restaurant","Petroleum Products Retail Outlets(BOP): Category ""A"" Station with Gas station  Supermarket  Restaurant",400,Per Annum,,,,,,-99
6420,"Petroleum Products Retail Outlets(BOP):Category ""B"" -Station with Gas station  Supermarket","Petroleum Products Retail Outlets(BOP):Category ""B"" -Station with Gas station  Supermarket",350,Per Annum,,,,,,-99
6430,"Petroleum Products Retail Outlets(BOP): Category ""C"" -Station with Gas station","Petroleum Products Retail Outlets(BOP): Category ""C"" -Station with Gas station",300,Per Annum,,,,,,-99
6440,"Petroleum Products Retail Outlets(BOP):Category ""D"" - Filling/Premix Stations","Petroleum Products Retail Outlets(BOP):Category ""D"" - Filling/Premix Stations",300,Per Annum,,,,,,-99
6450,"Petroleum Products Retail Outlets(BOP):Category ""E"" - Service Stations(e.g. Total @ Inchaban)","Petroleum Products Retail Outlets(BOP):Category ""E"" - Service Stations(e.g. Total @ Inchaban)",200,Per Annum,,,,,,-99
6560,"Petroleum Products Retail Outlets(BOP):Category ""F"" - Filling Stations","Petroleum Products Retail Outlets(BOP):Category ""F"" - Filling Stations",150,Per Annum,,,,,,-99
6570,"Petroleum Products Retail Outlets(BOP):Category ""G"" - Filling Stations","Petroleum Products Retail Outlets(BOP):Category ""G"" - Filling Stations",100,Per Annum,,,,,,-99
6480,"Petroleum Products Retail Outlets(BOP):Category ""H"" - Kerosine Sales Outlets","Petroleum Products Retail Outlets(BOP):Category ""H"" - Kerosine Sales Outlets",35,Per Annum,,,,,,-99
6510,"LUBRICANTS / OTHER PETROLEUM  PRODUCTS:CAT ""A""","LUBRICANTS / OTHER PETROLEUM  PRODUCTS:CAT ""A""",50,Per Annum,,,,,,-99
6520,"LUBRICANTS / OTHER PETROLEUM  PRODUCTS:CAT ""B""","LUBRICANTS / OTHER PETROLEUM  PRODUCTS:CAT ""B""",30,Per Annum,,,,,,-99
6610,"Category ""A"" - Photo Studio/Phoographic Shops","Category ""A"" - Photo Studio/Phoographic Shops",15,Per Annum,,,,,,-99
6620,"Category ""B"" - Freelance","Category ""B"" - Freelance",8,Per Annum,,,,,,-99
6710,"Printing House/Paper Products: Category ""A"" - Printing Press - Large","Printing House/Paper Products: Category ""A"" - Printing Press - Large",100,Per Annum,,,,,,-99
6720,"Printing House/Paper Products: Category ""B"" - Printing Press - Small","Printing House/Paper Products: Category ""B"" - Printing Press - Small",60,Per Annum,,,,,,-99
6810,"Private Schools: Category ""A"" - Private SSS/Voc/Tech/ Remedial","Private Schools: Category ""A"" - Private SSS/Voc/Tech/ Remedial",75,Per Annum,,,,,,-99
6820,"Private Schools: Category ""B"" - Basic Schools","Private Schools: Category ""B"" - Basic Schools",50,Per Annum,,,,,,-99
6830,"Private Schools: Category ""C"" - Basic Schools","Private Schools: Category ""C"" - Basic Schools",40,Per Annum,,,,,,-99
6840,"Private Schools: Category ""D"" - Nursery","Private Schools: Category ""D"" - Nursery",30,Per Annum,,,,,,-99
6850,"Private Schools: Category ""E"" - Nursery","Private Schools: Category ""E"" - Nursery",20,Per Annum,,,,,,-99
6910,"Private Clinic/Hospital: Category ""A"" - Private Clinic (In-Patient - VRA Hosp)","Private Clinic/Hospital: Category ""A"" - Private Clinic (In-Patient - VRA Hosp)",250,Per Annum,,,,,,-99
6920,"Private Clinic/Hospital: Category ""B"" - Private Clinic (In-Patient - )","Private Clinic/Hospital: Category ""B"" - Private Clinic (In-Patient - )",75,Per Annum,,,,,,-99
6930,"Private Clinic/Hospital: Category ""C"" - Private Clinic/Dental (Out-Patient)","Private Clinic/Hospital: Category ""C"" - Private Clinic/Dental (Out-Patient)",60,Per Annum,,,,,,-99
6940,"Private Clinic/Hospital: Category ""D"" - Private Clinic (Out-Patient/Optical/Eye/Scanning Serv","Private Clinic/Hospital: Category ""D"" - Private Clinic (Out-Patient/Optical/Eye/Scanning Serv",35,Per Annum,,,,,,-99
7010,Category 'A' -  Poly Tank Dealers,Category 'A' -  Poly Tank Dealers,60,Per Annum,,,,,,-99
7020,Category 'B' -  Plastic General,Category 'B' -  Plastic General,25,Per Annum,,,,,,-99
7030,"Category ""C"" - Polythene Bag Producers","Category ""C"" - Polythene Bag Producers",20,Per Annum,,,,,,-99
7040,"Category ""D"" - Polythene Bag Sellers","Category ""D"" - Polythene Bag Sellers",8,Per Annum,,,,,,-99
7110,"Pharmacy Shops: Category ""A"" - Wholesaler/Retailers (e.g. )","Pharmacy Shops: Category ""A"" - Wholesaler/Retailers (e.g. )",50,Per Annum,,,,,,-99
7120,"Pharmacy Shops: Category ""B"" - Retailer (e.g.)","Pharmacy Shops: Category ""B"" - Retailer (e.g.)",35,Per Annum,,,,,,-99
7210,"Category ""A"" - Legal Firms","Category ""A"" - Legal Firms",60,Per Annum,,,,,,-99
7220,"Category ""B"" - Audit/Accountancy Firms","Category ""B"" - Audit/Accountancy Firms",60,Per Annum,,,,,,-99
