Code,Class,Category,Rate,Unit,Assessed,Rate impost,Code of zone,Name of zone,Comments,-99
4166,Itinerant Kerosene Dealers,,3,year,,,,,,-99
4171,Blacksmith,,20,year,,,,,,-99
4181,Bicycle/Motor bike Owner/Repairer,,24,year,,,,,,-99
4191,Rice/Corn Miller: One machine,,24,year,,,,,,-99
4192, Rice/Corn Miller: Two or more,,36,year,,,,,,-99
4201, Large,,250,year,,,,,,-99
4202,Medium,,200,year,,,,,,-99
4203,Small,,150,year,,,,,,-99
4204,Signboard/ Banner -,,,year,,,,,,-99
4205,Social,,20,year,,,,,,-99
4206,Public Announcement Centers/Van,,20,year,,,,,,-99
4211,Letter Writers/Comm. of Oath,,10,year,,,,,,-99
4221,Commercial Banks,,2000,year,,,,,,-99
4222,Rural Banks                           ,,1500,year,,,,,,-99
4223,Forex Bureau,,70,year,,,,,,-99
4224,Susu Collectors ,,50,year,,,,,,-99
4225,Micro Finance Operators,,500,year,,,,,,-99
4226,Money Lenders/ Credit Unions,,200,year,,,,,,-99
4231,Spare Parts Dealers,,40,year,,,,,,-99
4241,Chainsaw Machine,,60,year,,,,,,-99
4251,Pharmacy & Chemical Sellers                         ,,500,year,,,,,,-99
4261,Watch Repairer /Rubber Stamp manufacturers,,10,year,,,,,,-99
4271,Photographers,,24,year,,,,,,-99
4281,Video Camera Operators,,20,year,,,,,,-99
4291,Fitters/Mechanics,,24,year,,,,,,-99
4301,(Hardware) D.K Korankyi  ,,250,year,,,,,,-99
4311,Block Makers,,24,year,,,,,,-99
4321,Manufacturers of sachet water,,300,year,,,,,,-99
4331,Sand / Stone Winning (land Owner),,60,year,,,,,,-99
4332,Sand and stone  Winning (Contractor),,100,year,,,,,,-99
4333,Mining Co. Noble GBC Chirano etc ,,15000,year,,,,,,-99
4334,Gold Dealers/buyers,,300,year,,,,,,-99
4335,Sub –sub Mining Co (UEE Analabs Geodrill),,5000,year,,,,,,-99
4336,Mineral Prospectors,,1000,year,,,,,,-99
4337, Small Scale Mining Companies,,3000,year,,,,,,-99
4341, Comm. Sound System Operators,,20,year,,,,,,-99
4351,Commercial Store (Gen. Goods),,60,year,,,,,,-99
4361,Supermarkets,,150,year,,,,,,-99
4381,Boutique,,30,year,,,,,,-99
4391,Cigarette Distributors,,20,year,,,,,,-99
4401,Shoe maker/repairer,,5,year,,,,,,-99
4410,Painters,,6,year,,,,,,-99
4411,Cold Store - Type A (Enyidado etc),,300,year,,,,,,-99
4412,Cold store     Type B (   ,,80,year,,,,,,-99
4421,Goldsmith,,24,year,,,,,,-99
4422,Coffin Producers,,50,year,,,,,,-99
4423,Stuffy Chair Producers,,50,year,,,,,,-99
4424,Hardware-Others,,100,year,,,,,,-99
4431,Vulcanizer,,20,year,,,,,,-99
4441,Mason,,16,year,,,,,,-99
4451,Funeral Undertaker/Mortician,,10,year,,,,,,-99
4461,Photo Lab Studio,,30,year,,,,,,-99
4471,Carpenters,,24,year,,,,,,-99
4481,Car Sprayers,,24,year,,,,,,-99
4491,Trolley Operators,,10,year,,,,,,-99
4501,Car Washing Bay,,36,year,,,,,,-99
4511,Bookshop/Stationery shop,,24,year,,,,,,-99
4521,Flour Kneading shop,,24,year,,,,,,-99
4531,Barbering shop,,36,year,,,,,,-99
4541,Barbering/Communication Centre,,36,year,,,,,,-99
4551,Communication Centres,,10,year,,,,,,-99
4552, Space to Space Operators,,12,year,,,,,,-99
4561,Mobile Phone sales shop,,16,year,,,,,,-99
4571,Category A       Eg    Amen Nyarko etc,,100,year,,,,,,-99
4572,Category B.      Eg    Kate Afram,,60,year,,,,,,-99
4581,Private Maternity Home/Private Labs/Scan,,200,year,,,,,,-99
4591,News Vendor/Rubber Stamp-makers,,3.6,year,,,,,,-99
4601,Computer Training Centre,,100,year,,,,,,-99
4611,Private Radio Station (FM),,500,year,,,,,,-99
4621,Pharmacists,,500,year,,,,,,-99
4631,Lawyer/Solicitor,,50,year,,,,,,-99
4641,Chartered Accountants,,50,year,,,,,,-99
4651,Architects,,50,year,,,,,,-99
4661,Draughtsman/ Surveyors,,50,year,,,,,,-99
4671,Traditional Healers,,10,year,,,,,,-99
4681,Up to lower Primary (Class 3),,30,year,,,,,,-99
4682,Up to Upper Primary (class 6),,35,year,,,,,,-99
4683,Up to JSS,,40,year,,,,,,-99
4684,Private Second Cycle ,,70,year,,,,,,-99
4685,Vocational/ Commercial,,50,year,,,,,,-99
4691,Secondhand Tyres  Dealers,,24,year,,,,,,-99
4701,Advertising/Courier/Insurance Agencies,,50,year,,,,,,-99
4711,Cocoa Buying Companies,,1000,year,,,,,,-99
4712,Cocoa Waste Buyers (Abinkyi),,800,year,,,,,,-99
4721,Other Artisans/Self Employed,,24,year,,,,,,-99
4741,Building,,200,year,,,,,,-99
4742,Timber  ,,200,year,,,,,,-99
4743,Electrical ,,200,year,,,,,,-99
4744,Road (Capital based)             ,,250,year,,,,,,-99
4745,Road (Labour based)    ,,150,year,,,,,,-99
4746,General  ,,250,year,,,,,,-99
4747,International NGOs,,100,year,,,,,,-99
4748,Bigger  NGOs,,60,year,,,,,,-99
4749,Local NGOs                   ,,30,year,,,,,,-99
4751,Private Security Companies,,1000,year,,,,,,-99
4761,·         Telecomm Cos.(Tigo Vodafone MTN Airtel),,2000,year,,,,,,-99
4762,·      Installation  permit for Mast ,,12000,year,,,,,,-99
4771,Private Hospitals,,500,year,,,,,,-99
